image_path,latitud,longitud,tipo_bosque,especie,altura,dap,m_st,biomasa,densidad,temperatura,precipitacion,fecha_registro
images\tree_20251217_010805.jpg,3.65,113.7,TropRF,Alstonia sp.,3.48,0.03,1.34381,1.55501,380.0,26.99595832824707,3298.0,2025-12-17 01:08:05
